DateTime,Diff,Inc Vol
2020-08-19,7.0,262361
2020-08-20,-242.0,194236
2020-08-21,-11.0,80178
2020-08-23,57.0,7588
2020-08-24,294.0,217854
2020-08-25,-261.0,357624
2020-08-26,282.0,403609
2020-08-27,-45.0,287989
2020-08-28,-103.0,152685
2020-08-30,121.0,110827
2020-08-31,-73.0,242950
2020-09-01,-8.0,184198
2020-09-02,-87.0,222832
2020-09-03,23.0,252260
2020-09-04,-175.0,263520
2020-09-06,133.0,106587
2020-09-07,2.0,193081
2020-09-08,76.0,84694
