DateTime,Diff,Inc Vol
2020-07-28,-190,106455
2020-07-29,-130,104505
2020-07-30,-230,48879
2020-07-31,-25,53429
2020-08-02,50,18452
2020-08-03,45,32588
2020-08-04,-25,81257
2020-08-05,-30,58562
2020-08-06,-15,46388
2020-08-07,100,29285
2020-08-09,20,5016
2020-08-10,-385,61723
2020-08-11,-150,49458
2020-08-12,-705,26726
2020-08-13,30,40350
2020-08-14,80,50550
2020-08-16,70,28471
2020-08-17,15,90083
2020-08-18,5,83205
2020-08-19,125,72973
2020-08-20,-460,77992
2020-08-21,-110,41553
2020-08-23,355,19736
2020-08-24,-20,84638
2020-08-25,305,72225
2020-08-26,-110,54718
2020-08-27,-330,62009
2020-08-28,125,50541
2020-08-30,-15,8158
2020-08-31,-110,55152
2020-09-01,-90,49743
2020-09-02,-90,55899
2020-09-03,50,58069
2020-09-04,-15,48385
2020-09-06,-95,15204
2020-09-07,10,48921
2020-09-08,10,69155
2020-09-09,-5,60602
2020-09-10,90,63775
2020-09-11,120,37779
2020-09-13,40,20680
2020-09-14,-10,52903
2020-09-15,-30,64966
2020-09-16,-90,62529
2020-09-17,125,83339
2020-09-18,-240,86430
2020-09-20,160,20060
2020-09-21,415,97695
2020-09-22,230,32331
2020-09-23,55,152635
2020-09-24,85,103982
2020-09-25,100,74496
2020-09-27,-50,13520
2020-09-28,1250,155762
2020-09-29,-570,127759
2020-09-30,180,95434
2020-10-01,-140,92825
2020-10-02,195,42512
2020-10-04,30,30034
2020-10-05,250,91443
2020-10-06,-205,74323
2020-10-07,-450,61924
2020-10-08,60,51185
2020-10-09,200,16282
2020-10-11,150,3746
2020-10-12,445,71969
2020-10-13,-260,87214
2020-10-14,430,54802
2020-10-15,150,59381
2020-10-16,-260,68695
2020-10-18,-60,15820
2020-10-19,705,73310
2020-10-20,-255,63367
2020-10-21,200,60028
2020-10-22,-155,58327
2020-10-23,-320,46150
2020-10-25,40,21078
2020-10-26,230,46390
2020-10-27,110,24367
2020-10-28,-300,52840
2020-10-29,195,50461
2020-10-30,-45,23698
2020-11-01,45,11927
2020-11-02,-15,812
